city,lat,lon,timestamp,pm2_5,pm10,no2,o3,so2,co,aqi_category
Basohli,32.4985409,75.8179027,2025-11-23 23:00:00,61.9,63.1,56.0,24.0,7.2,800.0,Moderate
Chamba,32.5565043,76.1249971,2025-11-23 23:00:00,61.9,63.1,56.0,24.0,7.2,687.0,Moderate
Dibrugarh,27.4844597,94.9019447,2025-11-23 23:00:00,38.9,39.9,26.0,6.0,2.6,638.0,Satisfactory
Chabua,27.4826767,95.1730318,2025-11-23 23:00:00,91.3,92.7,31.6,13.0,3.1,903.0,Poor
Champawat,29.3372715,80.0920862,2025-11-23 23:00:00,58.1,60.1,15.5,77.0,12.4,337.0,Satisfactory
Dehradun,30.3255646,78.0436813,2025-11-23 23:00:00,73.1,75.9,42.1,51.0,28.6,700.0,Moderate
Ukhimath,30.5139518,79.094756,2025-11-23 23:00:00,30.3,32.0,19.6,70.0,8.8,378.0,Satisfactory
Paonta Sahib,30.4384439,77.6211774,2025-11-23 23:00:00,66.6,68.0,24.7,42.0,13.7,748.0,Moderate
Chakrata,30.7013248,77.8703356,2025-11-23 23:00:00,36.2,38.5,33.2,53.0,8.2,372.0,Satisfactory
Rekong Peo,31.5421419,78.2708218,2025-11-23 23:00:00,11.6,12.8,1.8,104.0,4.6,208.0,Good
Drass,34.4292702,75.750761,2025-11-23 23:00:00,5.3,6.9,3.5,91.0,1.2,154.0,Good
Nalagarh,31.042466,76.7176443,2025-11-23 23:00:00,56.3,58.1,31.8,53.0,19.6,828.0,Satisfactory
Naraingarh,30.4723882,77.1242678,2025-11-23 23:00:00,81.3,82.2,36.5,26.0,16.3,543.0,Moderate
Rajpura,30.4776857,76.5937658,2025-11-23 23:00:00,131.8,133.2,29.9,67.0,20.3,1107.0,Very Poor
Sirhind,30.625015,76.3853971,2025-11-23 23:00:00,137.8,139.7,44.9,51.0,27.1,1276.0,Very Poor
Mandi Gobindgarh,30.6518301,76.2998708,2025-11-23 23:00:00,137.8,139.7,44.9,51.0,27.1,1500.0,Very Poor
Nawanshahr,31.1256744,76.1159294,2025-11-23 23:00:00,113.9,115.0,30.7,71.0,21.3,1480.0,Poor
Garhshankar,31.2154716,76.1426888,2025-11-23 23:00:00,113.9,115.0,30.7,71.0,21.3,1015.0,Poor
Sultanpur Lodhi,31.2144692,75.19477,2025-11-23 23:00:00,145.8,147.1,47.1,64.0,28.2,1367.0,Very Poor
Kartarpur,31.4397157,75.4989077,2025-11-23 23:00:00,136.9,137.8,41.4,58.0,23.4,1507.0,Very Poor
Kundah,11.2809911,76.6498924,2025-11-23 23:00:00,7.7,7.8,14.6,41.0,4.8,219.0,Good
Ramanattukara,11.1780876,75.8656196,2025-11-23 23:00:00,43.1,43.3,30.8,15.0,9.1,734.0,Satisfactory
Koyilandy,11.4383564,75.696891,2025-11-23 23:00:00,21.2,21.4,16.6,48.0,5.1,416.0,Good
Vadakara,11.5985451,75.5897432,2025-11-23 23:00:00,21.2,21.4,16.6,48.0,5.1,572.0,Good
Thalassery,11.7490639,75.4931578,2025-11-23 23:00:00,21.2,21.4,16.6,48.0,5.1,400.0,Good
Vandalur,12.8921486,80.0829603,2025-11-23 23:00:00,9.7,11.6,14.0,51.0,6.2,367.0,Good
Thiruporur,12.7258558,80.189518,2025-11-23 23:00:00,9.7,11.6,14.0,51.0,6.2,201.0,Good
Radaur,30.0309855,77.1518216,2025-11-23 23:00:00,122.0,123.9,33.1,55.0,21.5,1147.0,Very Poor
Indri,29.8789408,77.0520633,2025-11-23 23:00:00,122.0,123.9,33.1,55.0,21.5,1417.0,Very Poor
Gharaunda,29.5361921,76.9697923,2025-11-23 23:00:00,129.9,132.2,34.5,67.0,21.6,1328.0,Very Poor
Samalkha,29.2377095,77.0093811,2025-11-23 23:00:00,137.8,139.7,25.8,62.0,20.6,1323.0,Very Poor
Gannaur,29.133324,77.0176378,2025-11-23 23:00:00,137.8,139.7,25.8,62.0,20.6,1225.0,Very Poor
Kanakapura,12.5450268,77.4199095,2025-11-23 23:00:00,8.1,8.4,10.5,47.0,2.5,239.0,Good
Gubbi,13.3095743,76.9400698,2025-11-23 23:00:00,10.7,11.4,17.7,36.0,6.7,373.0,Good
Tiptur,13.258575,76.4737675,2025-11-23 23:00:00,7.9,8.2,12.8,49.0,3.6,309.0,Good
Biruru,13.5988956,75.9734401,2025-11-23 23:00:00,7.3,7.6,10.9,43.0,2.3,254.0,Good
Noida,28.5706333,77.3272147,2025-11-23 23:00:00,173.2,175.1,107.4,16.0,57.0,1924.0,Very Poor
Bidadi,12.7988507,77.3869947,2025-11-23 23:00:00,12.2,12.6,21.0,36.0,8.7,314.0,Good
Pennagaram,12.1331737,77.8992272,2025-11-23 23:00:00,13.1,13.4,14.7,45.0,5.8,309.0,Good
Erode,11.3306483,77.7276519,2025-11-23 23:00:00,13.4,13.6,20.4,41.0,5.6,664.0,Good
Auroville,12.0073927,79.8099471,2025-11-23 23:00:00,7.9,11.2,2.8,71.0,0.9,226.0,Good
Jaipur,26.9154576,75.8189817,2025-11-23 23:00:00,81.7,85.7,28.9,85.0,16.9,875.0,Moderate
Jhusi,25.4281109,81.9137525,2025-11-23 23:00:00,125.3,130.4,27.3,53.0,27.0,879.0,Very Poor
Delhi,28.6328027,77.2197713,2025-11-23 23:00:00,149.9,151.8,60.4,45.0,37.4,1774.0,Very Poor
Shimla,31.1041526,77.1709729,2025-11-23 23:00:00,56.3,58.9,32.8,68.0,23.8,512.0,Satisfactory
Vidisha,23.916667,78.0,2025-11-23 23:00:00,59.6,63.1,9.0,78.0,7.0,366.0,Satisfactory
Achrol,27.1332143,75.9566333,2025-11-23 23:00:00,86.8,89.9,63.1,30.0,12.1,569.0,Moderate
Podanur,10.9585609,76.988307,2025-11-23 23:00:00,10.6,10.7,13.2,50.0,6.4,362.0,Good
Pazhaverkadu,13.4176606,80.3166702,2025-11-23 23:00:00,10.2,14.3,1.0,77.0,0.6,208.0,Good
Beas,31.5198016,75.2879683,2025-11-23 23:00:00,161.1,162.1,62.7,37.0,29.6,1257.0,Very Poor
Kunzer,34.0829324,74.5002436,2025-11-23 23:00:00,70.1,73.6,24.4,68.0,17.4,513.0,Moderate
Magam,34.0932933,74.5916244,2025-11-23 23:00:00,70.1,73.6,24.4,68.0,17.4,781.0,Moderate
Gingee,12.2544154,79.4157756,2025-11-23 23:00:00,11.6,13.3,14.3,42.0,6.3,258.0,Good
Balaramapuram,8.4247979,77.0457835,2025-11-23 23:00:00,4.7,4.8,7.4,55.0,2.5,503.0,Good
Marthandam,8.3065018,77.2223116,2025-11-23 23:00:00,4.7,4.8,7.4,55.0,2.5,340.0,Good
Cherthala,9.686177,76.3426114,2025-11-23 23:00:00,27.4,27.6,28.3,60.0,11.2,419.0,Good
Renigunta,13.6384508,79.5105191,2025-11-23 23:00:00,13.1,15.4,12.0,42.0,2.7,236.0,Good
Tirupati,13.6316368,79.4231711,2025-11-23 23:00:00,13.1,15.4,12.0,42.0,2.7,249.0,Good
Tirumala,13.6795235,79.3497522,2025-11-23 23:00:00,10.8,12.4,12.0,41.0,2.7,220.0,Good
Sri Kalahasti,13.7518033,79.7002288,2025-11-23 23:00:00,13.1,15.4,12.0,42.0,2.7,222.0,Good
Tiruvallur,13.1394221,79.9070839,2025-11-23 23:00:00,11.1,13.4,14.4,49.0,5.9,261.0,Good
Tiruttani,13.1769705,79.6127625,2025-11-23 23:00:00,11.3,13.2,10.8,47.0,4.9,266.0,Good
Howrah,22.5736296,88.3251045,2025-11-23 23:00:00,156.9,161.6,55.9,58.0,43.4,1370.0,Very Poor
Rameswaram,9.2844657,79.3125553,2025-11-23 23:00:00,2.8,4.3,0.8,70.0,0.2,180.0,Good
Hassan,13.0070817,76.0992703,2025-11-23 23:00:00,7.9,8.0,12.9,51.0,2.8,325.0,Good
Gangtok,27.329046,88.6122673,2025-11-23 23:00:00,46.7,48.0,15.1,85.0,4.5,700.0,Satisfactory
Bomdila,27.264445,92.4206519,2025-11-23 23:00:00,12.2,13.4,2.8,93.0,1.2,179.0,Good
Tawang,27.5879186,91.863733,2025-11-23 23:00:00,2.0,2.1,1.3,89.0,0.2,200.0,Good
Senge,27.45621,92.11212,2025-11-23 23:00:00,2.0,2.1,1.3,89.0,0.2,182.0,Good
Zemithang,27.7106891,91.730053,2025-11-23 23:00:00,11.6,12.0,1.5,86.0,1.3,188.0,Good
Dirang,27.36008,92.24121,2025-11-23 23:00:00,12.2,13.4,2.8,93.0,1.2,209.0,Good
Thingbu,27.6615349,92.0987879,2025-11-23 23:00:00,2.0,2.1,1.3,89.0,0.2,138.0,Good
Pakyong,27.2436107,88.5984989,2025-11-23 23:00:00,57.5,59.0,19.8,91.0,5.9,653.0,Satisfactory
Singtam,27.2319975,88.4970841,2025-11-23 23:00:00,57.5,59.0,19.8,91.0,5.9,687.0,Satisfactory
Ravangla,27.3051271,88.3644723,2025-11-23 23:00:00,57.5,59.0,19.8,91.0,5.9,477.0,Satisfactory
Bagdogra,26.6988847,88.3200303,2025-11-23 23:00:00,80.6,82.7,21.1,86.0,8.4,991.0,Moderate
Rongli,27.20352,88.70087,2025-11-23 23:00:00,46.7,48.0,15.1,85.0,4.5,417.0,Satisfactory
Lachen,27.7306136,88.5495009,2025-11-23 23:00:00,1.2,1.2,7.1,93.0,0.7,115.0,Good
Kaying,28.41339,94.67881,2025-11-23 23:00:00,7.8,8.3,2.8,28.0,0.3,145.0,Good
Naharlagun,27.103045,93.6923923,2025-11-23 23:00:00,16.3,17.3,11.0,37.0,2.3,307.0,Good
Bishwanath Charaili,26.7283548,93.1495466,2025-11-23 23:00:00,28.6,30.3,8.2,62.0,3.5,330.0,Good
Mechuka,28.5987453,94.1335827,2025-11-23 23:00:00,4.3,4.7,1.9,64.0,0.5,163.0,Good
Kharupetia,26.5174808,92.1469174,2025-11-23 23:00:00,66.8,68.7,18.3,57.0,7.9,423.0,Moderate
Dalgoan,26.556165,92.2003464,2025-11-23 23:00:00,54.7,56.0,17.0,57.0,7.5,382.0,Satisfactory
Sipajhar,26.3974,91.89652,2025-11-23 23:00:00,66.8,68.7,18.3,57.0,7.9,581.0,Moderate
Dergaon,26.71463,93.97019,2025-11-23 23:00:00,42.8,44.4,17.7,44.0,5.7,782.0,Satisfactory
Didihat,29.80179,80.25238,2025-11-23 23:00:00,11.4,12.1,8.3,55.0,2.2,232.0,Good
Gangolihāt,29.657291,80.039984,2025-11-23 23:00:00,54.8,57.0,34.4,59.0,12.3,451.0,Satisfactory
Thal,29.8271976,80.1391626,2025-11-23 23:00:00,8.4,9.1,7.2,48.0,1.4,245.0,Good
Berināg,29.7766204,80.0531299,2025-11-23 23:00:00,54.8,57.0,34.4,59.0,12.3,245.0,Satisfactory
Dhārchula,29.8491135,80.5414711,2025-11-23 23:00:00,11.4,12.1,8.3,55.0,2.2,314.0,Good
Gyalshing,27.29004,88.2573,2025-11-23 23:00:00,57.5,59.0,19.8,91.0,5.9,604.0,Satisfactory
Badrinath,30.7423302,79.4930256,2025-11-23 23:00:00,6.8,8.4,0.7,92.0,1.8,172.0,Good
Rānikhet,29.64374,79.4281214,2025-11-23 23:00:00,57.3,59.8,31.7,65.0,15.4,576.0,Satisfactory
Haldwani,29.2144809,79.5279012,2025-11-23 23:00:00,54.7,56.8,17.4,75.0,14.8,499.0,Satisfactory
Kapkot,29.9478464,79.9013865,2025-11-23 23:00:00,8.4,9.1,7.2,48.0,1.4,236.0,Good
Rudrapur,28.9707183,79.3972845,2025-11-23 23:00:00,103.8,105.5,17.8,69.0,20.1,717.0,Poor
Lalkuan,29.0678634,79.5166143,2025-11-23 23:00:00,54.7,56.8,17.4,75.0,14.8,632.0,Satisfactory
Joshīmath,30.5555752,79.5612607,2025-11-23 23:00:00,6.8,7.9,5.1,69.0,1.5,124.0,Good
Kathgodam,29.2662305,79.5437432,2025-11-23 23:00:00,54.7,56.8,17.4,75.0,14.8,429.0,Satisfactory
Bhowali,29.3834967,79.5188391,2025-11-23 23:00:00,54.7,56.8,17.4,75.0,14.8,450.0,Satisfactory
Nainital,29.3905295,79.460869,2025-11-23 23:00:00,54.7,56.8,17.4,75.0,14.8,450.0,Satisfactory
Rudraprayag,30.28656,78.98072,2025-11-23 23:00:00,35.9,37.7,14.0,84.0,12.7,415.0,Satisfactory
Pokhri,30.34424,79.19907,2025-11-23 23:00:00,30.3,32.0,19.6,70.0,8.8,350.0,Satisfactory
Gopeshwar,30.40878,79.31855,2025-11-23 23:00:00,30.3,32.0,19.6,70.0,8.8,141.0,Satisfactory
Gadarpur,29.04236,79.24851,2025-11-23 23:00:00,67.5,68.9,23.3,48.0,12.5,999.0,Moderate
Gairsain,30.0546199,79.2899889,2025-11-23 23:00:00,54.0,56.5,16.9,100.0,17.7,380.0,Satisfactory
Gauchar,30.2889024,79.1570761,2025-11-23 23:00:00,30.3,32.0,19.6,70.0,8.8,350.0,Satisfactory
Narayn Bagar,30.14511,79.37348,2025-11-23 23:00:00,54.0,56.5,16.9,100.0,17.7,361.0,Satisfactory
Betalghat,29.55597,79.34189,2025-11-23 23:00:00,59.8,61.9,30.2,58.0,13.9,584.0,Satisfactory
Ghāt,30.2584832,79.4481189,2025-11-23 23:00:00,6.8,7.9,5.1,69.0,1.5,125.0,Good
Kaladhungi,29.2846338,79.3472645,2025-11-23 23:00:00,67.5,68.9,23.3,48.0,12.5,338.0,Moderate
Gangotri,30.9943684,78.9398699,2025-11-23 23:00:00,10.6,12.2,2.4,80.0,2.1,102.0,Good
Lansdowne,29.8378415,78.681756,2025-11-23 23:00:00,60.5,63.1,12.9,110.0,20.5,495.0,Moderate
Pauri,30.1479882,78.7759518,2025-11-23 23:00:00,60.5,63.1,12.9,110.0,20.5,342.0,Moderate
Satpuli,29.917273,78.710435,2025-11-23 23:00:00,60.5,63.1,12.9,110.0,20.5,440.0,Moderate
Jaspur,29.2787153,78.8277072,2025-11-23 23:00:00,101.7,103.4,22.7,57.0,17.9,745.0,Poor
Jaiharīkhāl,29.8611769,78.681527,2025-11-23 23:00:00,60.5,63.1,12.9,110.0,20.5,440.0,Moderate
Uttarkashi,30.7291049,78.4403495,2025-11-23 23:00:00,22.6,24.1,3.6,73.0,4.8,256.0,Good
Gangori,30.7571971,78.4537454,2025-11-23 23:00:00,22.6,24.1,3.6,73.0,4.8,134.0,Good
Kotdwar,29.7459823,78.5201358,2025-11-23 23:00:00,95.9,98.5,21.6,65.0,18.9,559.0,Poor
Chinyalisaur,30.5744141,78.3276556,2025-11-23 23:00:00,54.2,56.6,26.1,74.0,16.8,450.0,Satisfactory
Devprayag,30.1461443,78.5985849,2025-11-23 23:00:00,67.3,70.1,19.1,87.0,19.3,449.0,Moderate
Keylang,32.5713398,77.0345199,2025-11-23 23:00:00,17.1,18.3,66.6,35.0,4.7,286.0,Good
Tiuni,30.9431215,77.8484843,2025-11-23 23:00:00,36.2,38.5,33.2,53.0,8.2,679.0,Satisfactory
Sawra,31.1233868,77.75162,2025-11-23 23:00:00,47.4,49.9,32.5,67.0,17.7,672.0,Satisfactory
Nagal,29.8389229,77.6324548,2025-11-23 23:00:00,163.4,166.7,50.3,49.0,50.9,1165.0,Very Poor
Barla,29.6107753,77.7917988,2025-11-23 23:00:00,152.3,154.6,38.3,50.0,29.0,1257.0,Very Poor
Bhuntar,31.8875195,77.1436237,2025-11-23 23:00:00,34.0,35.4,32.9,56.0,9.0,553.0,Satisfactory
Nerchowk,31.6075891,76.9142821,2025-11-23 23:00:00,51.1,53.3,18.2,78.0,12.6,684.0,Satisfactory
Kandaghat,30.9670035,77.1074554,2025-11-23 23:00:00,53.7,55.4,29.0,62.0,25.5,633.0,Satisfactory
Chhutmalpur,30.0363016,77.7518248,2025-11-23 23:00:00,163.4,166.7,50.3,49.0,50.9,834.0,Very Poor
Chandigarh,30.7334421,76.7797143,2025-11-23 23:00:00,80.3,81.5,50.2,31.0,26.0,1129.0,Moderate
Kathua,32.3765524,75.5243044,2025-11-23 23:00:00,81.5,82.4,43.1,30.0,9.3,824.0,Moderate
Chandgad,15.9422756,74.183031,2025-11-23 23:00:00,30.0,31.2,22.2,41.0,4.6,316.0,Good
Khanapur,15.639879,74.5088917,2025-11-23 23:00:00,16.1,16.8,19.3,42.0,3.4,330.0,Good
Bicholim,15.5902655,73.9457096,2025-11-23 23:00:00,24.9,25.7,17.4,49.0,4.6,447.0,Good
Wagholi,18.5806299,73.9833099,2025-11-23 23:00:00,52.9,53.4,37.6,64.0,24.5,827.0,Satisfactory
Lakhanpur,32.3822,75.59418,2025-11-23 23:00:00,81.5,82.4,43.1,30.0,9.3,816.0,Moderate
Jwalamukhi,31.874083,76.320936,2025-11-23 23:00:00,53.8,54.9,21.1,59.0,9.9,838.0,Satisfactory
Chauntra,32.0145466,76.735512,2025-11-23 23:00:00,34.9,36.4,16.1,74.0,7.9,348.0,Satisfactory
Joginder Nagar,31.9901487,76.7929928,2025-11-23 23:00:00,34.9,36.4,16.1,74.0,7.9,212.0,Satisfactory
Baijnath,32.0497564,76.6449703,2025-11-23 23:00:00,34.9,36.4,16.1,74.0,7.9,612.0,Satisfactory
Qazigund,33.5934693,75.1658235,2025-11-24 00:00:00,79.4,83.8,62.5,14.0,22.6,557.0,Moderate
Banihal,33.4378883,75.1954855,2025-11-24 00:00:00,79.4,83.8,62.5,14.0,22.6,479.0,Moderate
Bijbehara,33.7935169,75.1061554,2025-11-24 00:00:00,79.4,83.8,62.5,14.0,22.6,741.0,Moderate
Awantipora,33.91891,75.01465,2025-11-24 00:00:00,42.1,45.2,23.5,36.0,8.8,1253.0,Satisfactory
Pampore,34.01092,74.91303,2025-11-24 00:00:00,79.4,82.9,55.0,18.0,20.3,1033.0,Moderate
Sankoo,34.2896796,75.96222,2025-11-24 00:00:00,6.7,8.3,11.9,80.0,2.0,300.0,Good
Dinanagar,32.1338479,75.4719883,2025-11-24 00:00:00,133.2,134.6,43.3,48.0,19.0,1670.0,Very Poor
Mahad,18.080753,73.42438,2025-11-24 00:00:00,44.9,45.8,20.1,65.0,12.4,551.0,Satisfactory
Devgad,16.3770393,73.3796243,2025-11-24 00:00:00,41.9,43.8,2.9,171.0,10.9,343.0,Satisfactory
Vijaydurg,16.5508096,73.3365435,2025-11-24 00:00:00,41.9,43.8,2.9,171.0,10.9,347.0,Satisfactory
Malvan,16.06064,73.4669499,2025-11-24 00:00:00,28.5,29.2,8.0,96.0,6.1,331.0,Good
Pen,18.736151,73.0949798,2025-11-24 00:00:00,78.5,78.9,36.2,81.0,27.6,743.0,Moderate
Belagavi,15.8572666,74.5069343,2025-11-24 00:00:00,16.0,16.8,19.1,41.0,4.0,296.0,Good
Karad,17.2852127,74.1822147,2025-11-24 00:00:00,44.0,44.8,17.5,46.0,7.0,453.0,Satisfactory
Perumbavoor,10.1147548,76.4778152,2025-11-24 00:00:00,31.0,31.5,36.7,7.0,8.3,582.0,Satisfactory
Wadakkancherry,10.6575278,76.248113,2025-11-24 00:00:00,18.3,18.3,20.3,28.0,5.5,285.0,Good
Tirur,10.9166828,75.923986,2025-11-24 00:00:00,22.4,22.6,13.8,69.0,7.9,613.0,Good
Ponneri,13.336164,80.1948281,2025-11-24 00:00:00,10.6,13.0,12.7,50.0,5.7,228.0,Good
Minjur,13.2786146,80.2577671,2025-11-24 00:00:00,9.6,13.0,4.2,75.0,1.6,210.0,Good
Arani,13.3310399,80.0835726,2025-11-24 00:00:00,10.6,13.0,12.7,50.0,5.7,245.0,Good
Palakkad,10.7681928,76.6521319,2025-11-24 00:00:00,9.6,9.7,12.3,49.0,6.6,328.0,Good
Lehragaga,29.9371188,75.8000781,2025-11-24 00:00:00,153.2,156.0,40.9,49.0,22.3,1021.0,Very Poor
Mauganj,24.667929,81.8811502,2025-11-24 00:00:00,121.5,129.5,8.3,130.0,22.8,424.0,Very Poor
Thuckalay,8.2472349,77.3149781,2025-11-24 00:00:00,4.4,4.4,7.1,52.0,2.5,388.0,Good
Kuzhithura,8.315526,77.2068841,2025-11-24 00:00:00,4.4,4.4,7.1,52.0,2.5,346.0,Good
Suchindram,8.1561337,77.4659904,2025-11-24 00:00:00,2.7,2.7,5.7,53.0,3.0,248.0,Good
Kanyakumari,8.079252,77.5499338,2025-11-24 00:00:00,2.7,2.7,5.7,53.0,3.0,235.0,Good
Shencottai,8.9746556,77.2507289,2025-11-24 00:00:00,7.2,7.3,9.8,33.0,1.5,236.0,Good
Phalodi,27.1294121,72.3649644,2025-11-24 00:00:00,27.7,28.9,6.0,85.0,9.9,377.0,Good
Tirukkovilur,11.9692867,79.205183,2025-11-24 00:00:00,10.0,10.6,10.4,46.0,5.6,285.0,Good
Viluppuram,11.9425887,79.4950625,2025-11-24 00:00:00,8.8,10.7,8.5,52.0,4.2,231.0,Good
Bodinayakkanur,10.0085699,77.3523513,2025-11-24 00:00:00,2.0,2.1,6.2,46.0,2.2,314.0,Good
Uthangarai,12.2659055,78.5353724,2025-11-24 00:00:00,10.3,10.7,10.2,47.0,4.9,240.0,Good
Krishnagiri,12.5188835,78.2206536,2025-11-24 00:00:00,10.3,10.7,10.2,47.0,4.9,236.0,Good
Kaveripattinam,12.4185449,78.2184935,2025-11-24 00:00:00,10.3,10.7,10.2,47.0,4.9,311.0,Good
Dharmapuri,12.1347988,78.1589864,2025-11-24 00:00:00,11.6,11.9,13.4,45.0,5.7,249.0,Good
Kariamangalam,12.3078191,78.205895,2025-11-24 00:00:00,10.3,10.7,10.2,47.0,4.9,289.0,Good
Kalpakkam,12.5092553,80.1572349,2025-11-24 00:00:00,8.0,10.4,6.4,64.0,3.4,195.0,Good
Checkanurani,9.9416291,77.9734866,2025-11-24 00:00:00,10.6,10.7,16.7,30.0,7.5,336.0,Good
Andipatti Jakkampatty,9.9986958,77.619808,2025-11-24 00:00:00,3.6,3.7,6.8,46.0,2.8,218.0,Good
Kundadam,10.8509242,77.4465535,2025-11-24 00:00:00,9.9,10.2,15.6,41.0,8.4,242.0,Good
Kinathukadavu,10.8221208,77.0179042,2025-11-24 00:00:00,9.8,10.0,13.4,42.0,6.7,264.0,Good
Madathukulam,10.5607593,77.3635747,2025-11-24 00:00:00,5.2,5.2,8.0,43.0,3.4,226.0,Good
Oddanchatram,10.48766,77.7492413,2025-11-24 00:00:00,6.0,6.1,9.2,45.0,6.3,207.0,Good
Mundakkayam,9.5368168,76.8855086,2025-11-24 00:00:00,29.2,29.5,35.8,10.0,6.7,643.0,Good
Malappuram,11.0428925,76.0807838,2025-11-24 00:00:00,44.9,45.2,32.1,13.0,9.2,609.0,Satisfactory
Mapusa,15.590853,73.8102146,2025-11-24 00:00:00,22.4,23.0,16.5,41.0,4.1,359.0,Good
Perinthalmanna,10.9756774,76.2262573,2025-11-24 00:00:00,18.3,18.3,20.3,28.0,5.5,370.0,Good
Nilakkottai,10.1648333,77.85285,2025-11-24 00:00:00,10.6,10.7,16.7,30.0,7.5,244.0,Good
Elampillai,11.6048762,78.007001,2025-11-24 00:00:00,15.0,15.3,19.1,32.0,7.0,374.0,Good
Ayodhiyapatinam,11.6712182,78.2316475,2025-11-24 00:00:00,8.1,8.4,11.8,38.0,1.6,309.0,Good
Edappadi,11.5838413,77.8347612,2025-11-24 00:00:00,15.0,15.3,19.1,32.0,7.0,360.0,Good
Komarapalayam,11.4425129,77.6939806,2025-11-24 00:00:00,14.5,14.8,20.8,31.0,5.7,468.0,Good
Taramangalam,11.6934348,77.9696166,2025-11-24 00:00:00,15.0,15.3,19.1,32.0,7.0,307.0,Good
Pathanamthitta,9.2655337,76.7871514,2025-11-24 00:00:00,32.0,32.4,42.9,6.0,10.1,765.0,Satisfactory
Kattakada,8.5072457,77.0829921,2025-11-24 00:00:00,4.4,4.4,7.1,52.0,2.5,413.0,Good
Neyyatinkara,8.3994883,77.087201,2025-11-24 00:00:00,4.4,4.4,7.1,52.0,2.5,350.0,Good
Parassala,8.3428993,77.1547766,2025-11-24 00:00:00,4.4,4.4,7.1,52.0,2.5,346.0,Good
Kulasekaram,8.3646941,77.2996678,2025-11-24 00:00:00,4.4,4.4,7.1,52.0,2.5,370.0,Good
Hanumangarh,29.5760254,74.3342203,2025-11-24 00:00:00,131.8,134.6,44.1,42.0,20.4,1714.0,Very Poor
Jaisalmer,26.9116615,70.9124888,2025-11-24 00:00:00,22.7,23.4,3.2,80.0,6.6,323.0,Good
Makrana,27.0388103,74.7271171,2025-11-24 00:00:00,82.9,86.1,43.1,39.0,9.8,549.0,Moderate
Samdari,25.8135036,72.5791014,2025-11-24 00:00:00,24.6,25.8,23.9,43.0,6.5,422.0,Good
Gadra Road,25.741128,70.643358,2025-11-24 00:00:00,27.2,28.3,11.3,53.0,8.5,331.0,Good
Tiruchirappalli,10.8071144,78.6880939,2025-11-24 00:00:00,6.4,6.6,11.4,48.0,12.1,256.0,Good
Bagoda,25.2140512,72.0218813,2025-11-24 00:00:00,23.2,24.6,17.0,50.0,5.4,422.0,Good
Ummedabad,25.3759411,72.441763,2025-11-24 00:00:00,26.0,27.8,24.2,56.0,7.4,312.0,Good
Padroo,25.508703,72.2015668,2025-11-24 00:00:00,31.7,33.4,37.0,31.0,7.2,315.0,Satisfactory
Siwana,25.6497164,72.4209004,2025-11-24 00:00:00,31.7,33.4,37.0,31.0,7.2,341.0,Satisfactory
Thirukazhukundram,12.6021203,80.0591492,2025-11-24 00:00:00,8.8,10.6,12.2,53.0,6.3,215.0,Good
Kanhangad,12.3135605,75.092463,2025-11-24 00:00:00,18.0,18.2,26.0,32.0,3.4,326.0,Good
Wallajahbad,12.7916021,79.8180065,2025-11-24 00:00:00,8.8,10.6,12.2,53.0,6.3,262.0,Good
Talwandi Bhai,30.8582701,74.9300835,2025-11-24 00:00:00,151.3,153.2,38.7,66.0,29.9,1547.0,Very Poor
Madikeri,12.42149,75.7387543,2025-11-24 00:00:00,10.6,10.6,22.2,13.0,1.3,270.0,Good
Nilambur,11.2865083,76.2407387,2025-11-24 00:00:00,18.5,18.5,21.0,19.0,3.5,436.0,Good
Manjeri,11.1202289,76.1198109,2025-11-24 00:00:00,44.9,45.2,32.1,13.0,9.2,643.0,Satisfactory
Sultan Bathery,11.6631885,76.259553,2025-11-24 00:00:00,4.1,4.2,8.1,44.0,2.1,197.0,Good
Pandalur,11.4868759,76.3398232,2025-11-24 00:00:00,4.1,4.2,8.1,44.0,2.1,206.0,Good
Wandoor,11.1957415,76.2368755,2025-11-24 00:00:00,18.5,18.5,21.0,19.0,3.5,277.0,Good
Virajpet,12.1972711,75.8033421,2025-11-24 00:00:00,6.9,7.0,11.6,38.0,1.7,309.0,Good
Nangal,31.3837484,76.3754353,2025-11-24 00:00:00,113.6,115.3,59.9,15.0,16.5,926.0,Poor
Changanassery,9.4432225,76.5411822,2025-11-24 00:00:00,25.8,26.0,27.2,55.0,10.8,691.0,Good
Banur,30.5558556,76.7172678,2025-11-24 00:00:00,107.8,109.2,41.7,42.0,26.7,1113.0,Poor
Batote,33.1227262,75.3210211,2025-11-24 00:00:00,83.6,86.6,42.4,49.0,19.3,523.0,Moderate
Ramban,33.2387042,75.2404448,2025-11-24 00:00:00,83.6,86.6,42.4,49.0,19.3,489.0,Moderate
Nakur,29.9186122,77.3053997,2025-11-24 00:00:00,122.9,124.8,32.8,50.0,20.3,1242.0,Very Poor
Ambahata,29.8574715,77.3351518,2025-11-24 00:00:00,122.9,124.8,32.8,50.0,20.3,1242.0,Very Poor
Purkaji,29.65778,77.84114,2025-11-24 00:00:00,138.3,140.6,33.2,40.0,24.3,1262.0,Very Poor
Balusseri,11.447057,75.8302102,2025-11-24 00:00:00,22.4,22.6,21.7,21.0,3.7,569.0,Good
Thamarassery,11.417752,75.9369456,2025-11-24 00:00:00,22.4,22.6,21.7,21.0,3.7,824.0,Good
