city,lat,lon,timestamp,pm2_5,pm10,no2,o3,so2,co,aqi_category
Surajpur,23.212528,82.8667246,2025-11-24 00:00:00,103.8,110.4,29.2,39.0,22.7,421.0,Poor
Pathalgaon,22.5565847,83.4586397,2025-11-24 00:00:00,86.4,88.9,10.0,64.0,21.6,482.0,Moderate
Ramtek,21.3957522,79.3257474,2025-11-24 00:00:00,94.8,96.2,44.4,47.0,57.4,424.0,Poor
Kakori,26.869005,80.7877429,2025-11-24 00:00:00,129.0,132.2,28.4,51.0,25.1,921.0,Very Poor
Kamareddy,18.3222091,78.3387118,2025-11-24 00:00:00,37.1,38.0,8.5,99.0,14.0,421.0,Satisfactory
Peapully,15.2349482,77.7390753,2025-11-24 00:00:00,7.6,8.5,8.4,43.0,4.3,234.0,Good
Kolhui,27.2984683,83.3316094,2025-11-24 00:00:00,92.0,93.8,14.8,61.0,15.4,670.0,Poor
Sonauli,27.4719014,83.4662018,2025-11-24 00:00:00,96.9,98.5,25.0,31.0,7.7,951.0,Poor
Mallasamudram,11.4903306,78.0322292,2025-11-24 00:00:00,15.0,15.3,19.1,32.0,7.0,288.0,Good
Puranpur,28.5128878,80.1474813,2025-11-24 00:00:00,103.6,105.0,14.9,64.0,19.5,670.0,Poor
Basna,21.2776975,82.8276732,2025-11-24 00:00:00,85.7,87.3,8.4,112.0,24.7,583.0,Moderate
Tumgaon,21.192648,82.1234163,2025-11-24 00:00:00,69.6,71.0,11.0,74.0,17.4,355.0,Moderate
Khaga,25.7722709,81.1047339,2025-11-24 00:00:00,109.7,115.9,22.9,57.0,15.6,735.0,Poor
Nagar Untāri,24.2804816,83.4938413,2025-11-24 00:00:00,131.8,140.2,22.5,49.0,15.6,575.0,Very Poor
Jashpur Nagar,22.8881481,84.1391879,2025-11-24 00:00:00,68.0,71.2,6.4,60.0,12.3,347.0,Moderate
Jewar,28.123206,77.5571558,2025-11-24 00:00:00,191.4,193.7,88.9,7.0,39.0,1450.0,Very Poor
Kodumudi,11.0751963,77.8858837,2025-11-24 00:00:00,16.0,16.3,19.2,37.0,9.2,345.0,Good
Parola,20.8763635,75.114759,2025-11-24 00:00:00,49.4,50.1,22.8,51.0,20.0,481.0,Satisfactory
Erandol,20.9238978,75.3293049,2025-11-24 00:00:00,49.4,50.1,22.8,51.0,20.0,430.0,Satisfactory
Deori,21.0722872,80.366631,2025-11-24 00:00:00,65.4,66.6,22.2,40.0,9.6,680.0,Moderate
Sakoli,21.0874425,79.997425,2025-11-24 00:00:00,77.5,79.4,27.8,39.0,11.1,595.0,Moderate
Pachore,23.7137046,76.732889,2025-11-24 00:00:00,75.7,78.5,9.9,68.0,7.1,439.0,Moderate
Ghoti,19.7167761,73.6244742,2025-11-24 00:00:00,40.0,40.3,19.9,67.0,8.8,496.0,Satisfactory
Titagarh,22.7419198,88.379201,2025-11-24 00:00:00,172.8,177.4,86.3,18.0,46.2,1125.0,Very Poor
Kanker,20.2692747,81.4932111,2025-11-24 00:00:00,33.9,34.6,6.4,79.0,7.8,329.0,Satisfactory
Gajapatinagaram,18.2799603,83.3381591,2025-11-24 00:00:00,50.6,52.3,13.8,64.0,6.8,392.0,Satisfactory
Simga,21.6275707,81.7031289,2025-11-24 00:00:00,104.5,106.2,22.6,70.0,25.7,594.0,Poor
Chandarpur,21.7076682,83.2354433,2025-11-24 00:00:00,134.1,136.4,28.9,64.0,55.8,767.0,Very Poor
Mayiladuthurai,11.1018614,79.6503162,2025-11-24 00:00:00,5.6,6.9,6.6,53.0,5.2,223.0,Good
Kanjirappalli,9.5583077,76.791361,2025-11-24 00:00:00,29.2,29.5,35.8,10.0,6.7,513.0,Good
Kumily,9.6067952,77.1671018,2025-11-24 00:00:00,2.4,2.4,7.3,39.0,1.6,214.0,Good
Pathardi,19.1717199,75.174557,2025-11-24 00:00:00,20.7,21.2,3.6,80.0,4.8,327.0,Good
Manwat,19.2990519,76.4938736,2025-11-24 00:00:00,25.8,26.2,8.1,62.0,6.1,462.0,Good
Pathri,19.2633717,76.4331584,2025-11-24 00:00:00,25.8,26.2,8.1,62.0,6.1,488.0,Good
Bhokar,19.2195386,77.668749,2025-11-24 00:00:00,32.7,33.4,6.0,69.0,12.4,343.0,Satisfactory
Armoor,18.7904482,78.2907202,2025-11-24 00:00:00,46.9,47.6,7.6,74.0,17.2,415.0,Satisfactory
Sironcha,18.8481969,79.9639321,2025-11-24 00:00:00,19.1,19.7,5.8,46.0,3.4,315.0,Good
Gidam,18.9754038,81.397147,2025-11-24 00:00:00,22.0,22.6,16.6,38.0,3.3,322.0,Good
Biramitrapur,22.4065426,84.7309313,2025-11-24 00:00:00,100.6,103.6,30.9,36.0,32.3,455.0,Poor
Khurja,28.2532652,77.853916,2025-11-24 00:00:00,170.4,172.3,34.7,48.0,28.6,1343.0,Very Poor
Mahasamund,21.1101022,82.0986634,2025-11-24 00:00:00,69.6,71.0,11.0,74.0,17.4,359.0,Moderate
Bangomunda,20.3422924,82.9110735,2025-11-24 00:00:00,61.9,62.9,11.0,87.0,15.1,554.0,Moderate
Bhanjanagar,19.9247124,84.5810104,2025-11-24 00:00:00,30.9,31.7,10.7,57.0,3.6,534.0,Satisfactory
Gopalpur,19.2598878,84.9051656,2025-11-24 00:00:00,60.3,62.6,8.8,101.0,8.2,782.0,Moderate
Chhaprauli,29.2091123,77.1734354,2025-11-24 00:00:00,134.6,136.4,23.8,60.0,19.2,1462.0,Very Poor
Govardhan,27.497349,77.4611872,2025-11-24 00:00:00,160.2,163.4,115.0,0.0,30.8,1014.0,Very Poor
Barapali,21.1900808,83.5872017,2025-11-24 00:00:00,112.2,114.1,18.3,81.0,49.5,818.0,Poor
Boudh,20.8415619,84.3213321,2025-11-24 00:00:00,66.6,67.3,16.4,46.0,23.7,391.0,Moderate
Dashapalla,20.3338944,84.8482668,2025-11-24 00:00:00,48.7,49.5,18.6,45.0,20.1,341.0,Satisfactory
Nayagarh,20.1272799,85.1044062,2025-11-24 00:00:00,70.1,71.9,12.5,73.0,8.4,568.0,Moderate
Ernakulam,9.9837257,76.2740001,2025-11-24 00:00:00,31.0,31.5,36.7,7.0,8.3,668.0,Satisfactory
Elamanchilli,17.5498976,82.8529808,2025-11-24 00:00:00,56.0,57.6,20.6,38.0,9.5,970.0,Satisfactory
Tallapalem,17.6342447,82.8913199,2025-11-24 00:00:00,56.0,57.6,20.6,38.0,9.5,644.0,Satisfactory
Poonjar,9.6737595,76.8130292,2025-11-24 00:00:00,29.2,29.5,35.8,10.0,6.7,931.0,Good
Prathipadu,17.2305128,82.1940353,2025-11-24 00:00:00,28.9,30.7,6.4,80.0,4.9,452.0,Good
Ravulapalem,16.7607989,81.8435349,2025-11-24 00:00:00,27.7,29.5,7.0,83.0,5.6,383.0,Good
Paradip,20.267429,86.6597351,2025-11-24 00:00:00,78.9,82.4,3.6,154.0,27.4,512.0,Moderate
Saputara,20.579669,73.7478878,2025-11-24 00:00:00,48.9,49.1,9.1,79.0,13.7,421.0,Satisfactory
Pamarru,16.3226443,80.9605914,2025-11-24 00:00:00,20.5,22.2,6.9,67.0,5.0,297.0,Good
Vavoshi,18.7772978,73.2213131,2025-11-24 00:00:00,78.5,78.9,36.2,81.0,27.6,995.0,Moderate
Parbatsar,26.8870975,74.7653124,2025-11-24 00:00:00,49.5,52.3,10.3,93.0,10.3,579.0,Satisfactory
Kootalida,11.495894,75.8107195,2025-11-24 00:00:00,22.4,22.6,21.7,21.0,3.7,644.0,Good
Sinnar,19.8453138,74.0000241,2025-11-24 00:00:00,48.3,48.7,15.7,64.0,11.6,425.0,Satisfactory
Satana,20.5991006,74.2021078,2025-11-24 00:00:00,39.3,39.9,11.1,83.0,12.6,553.0,Satisfactory
Dharangaon,21.010586,75.2737384,2025-11-24 00:00:00,42.7,43.2,37.1,26.0,10.3,455.0,Satisfactory
Anjangaon,21.1638392,77.3110843,2025-11-24 00:00:00,46.6,46.9,19.1,72.0,9.0,332.0,Satisfactory
Buldhana,20.53208,76.179911,2025-11-24 00:00:00,26.8,27.0,5.9,92.0,13.9,353.0,Good
Khamgaon,20.7053471,76.5669716,2025-11-24 00:00:00,28.3,28.5,7.3,97.0,16.9,411.0,Good
Mehkar,20.1508476,76.5690168,2025-11-24 00:00:00,26.1,26.3,6.5,78.0,9.9,352.0,Good
Motala,20.6763565,76.2076524,2025-11-24 00:00:00,28.3,28.5,7.3,97.0,16.9,333.0,Good
Basmat,19.3267094,77.1575267,2025-11-24 00:00:00,28.2,28.8,6.3,72.0,10.1,320.0,Good
Kalamnuri,19.6741307,77.3119839,2025-11-24 00:00:00,28.3,28.8,5.7,74.0,8.7,345.0,Good
Purna,19.1829363,77.026731,2025-11-24 00:00:00,28.2,28.8,6.3,72.0,10.1,383.0,Good
Umarkhed,19.6001568,77.6904744,2025-11-24 00:00:00,34.5,34.9,6.9,77.0,10.0,319.0,Satisfactory
Barshi,18.2341108,75.6875109,2025-11-24 00:00:00,17.6,18.0,4.8,83.0,6.5,406.0,Good
Kalamb,18.5730474,76.0224924,2025-11-24 00:00:00,18.0,18.5,5.1,80.0,3.8,439.0,Good
Kurduvadi,18.090766,75.4139381,2025-11-24 00:00:00,19.2,19.9,6.6,69.0,4.6,425.0,Good
Daund,18.4610039,74.5790616,2025-11-24 00:00:00,35.5,36.1,27.1,39.0,9.5,483.0,Satisfactory
Karjat,18.5514071,75.0096876,2025-11-24 00:00:00,18.7,19.0,5.6,81.0,8.3,473.0,Good
Shrigonda,18.6145198,74.6990672,2025-11-24 00:00:00,19.6,19.9,5.5,81.0,7.4,362.0,Good
Godhra,22.7785001,73.6245157,2025-11-24 00:00:00,53.2,55.4,13.0,64.0,8.3,392.0,Satisfactory
Dahegam,23.168191,72.8223276,2025-11-24 00:00:00,39.3,41.4,22.5,59.0,9.9,535.0,Satisfactory
Dhandhuka,22.3816365,71.9791414,2025-11-24 00:00:00,23.5,25.1,12.4,65.0,5.8,448.0,Good
Baramati,18.1478834,74.5733979,2025-11-24 00:00:00,66.8,67.8,63.5,22.0,14.7,817.0,Moderate
Khanna,30.700625,76.2220763,2025-11-24 00:00:00,134.6,136.0,44.0,45.0,24.7,1383.0,Very Poor
ડાકોર,22.7528356,73.152166,2025-11-24 00:00:00,48.2,49.9,17.4,58.0,8.9,570.0,Satisfactory
Umreth,22.6990518,73.115045,2025-11-24 00:00:00,48.2,49.9,17.4,58.0,8.9,586.0,Satisfactory
Ahwa,20.7587262,73.6873533,2025-11-24 00:00:00,50.5,51.0,4.6,107.0,20.0,386.0,Satisfactory
Gariadhar,21.5385705,71.5792958,2025-11-24 00:00:00,46.2,48.4,25.4,54.0,9.2,521.0,Satisfactory
Lalpur,22.1915377,69.963963,2025-11-24 00:00:00,20.9,23.3,12.6,78.0,12.5,490.0,Good
Manavadar,21.4979645,70.1406499,2025-11-24 00:00:00,19.7,21.8,11.6,69.0,13.6,370.0,Good
Vanthali,21.4772602,70.3321207,2025-11-24 00:00:00,24.4,26.7,16.6,55.0,8.9,430.0,Good
Dhari,21.3280712,71.0262213,2025-11-24 00:00:00,48.0,49.8,27.7,54.0,8.7,463.0,Satisfactory
Vallabhipur,21.8885909,71.8781618,2025-11-24 00:00:00,31.3,32.9,17.5,59.0,6.3,481.0,Satisfactory
Visnagar,23.6978037,72.5507598,2025-11-24 00:00:00,24.3,25.7,24.7,55.0,7.7,467.0,Good
Laksar,29.7474421,78.0238141,2025-11-24 00:00:00,138.3,140.6,33.2,40.0,24.3,832.0,Very Poor
Devgadh Baria,22.7014918,73.9088415,2025-11-24 00:00:00,62.4,64.7,18.8,55.0,11.2,419.0,Moderate
Ankleshwar,21.6293206,72.9945103,2025-11-24 00:00:00,68.0,70.3,17.3,82.0,10.4,601.0,Moderate
Sikka,22.4290087,69.8432372,2025-11-24 00:00:00,21.9,24.9,14.4,77.0,9.3,344.0,Good
Bhanvad,21.929814,69.7806878,2025-11-24 00:00:00,22.7,25.4,9.9,74.0,8.6,397.0,Good
Bagasara,21.4857835,70.9559406,2025-11-24 00:00:00,38.1,40.7,32.5,38.0,8.5,497.0,Satisfactory
Upleta,21.7427316,70.2820025,2025-11-24 00:00:00,24.4,26.7,16.6,55.0,8.9,417.0,Good
Barpathar,26.2765594,93.9021107,2025-11-24 00:00:00,39.5,40.5,17.5,35.0,4.5,490.0,Satisfactory
Bokajan,26.0235087,93.7707012,2025-11-24 00:00:00,25.1,26.0,10.2,36.0,2.4,384.0,Good
Barapujia,26.274224,92.4992256,2025-11-24 00:00:00,54.1,55.5,16.7,55.0,7.0,633.0,Satisfactory
Kahibari,26.2852477,92.4551642,2025-11-24 00:00:00,54.1,55.5,16.7,55.0,7.0,633.0,Satisfactory
Chimakurthi,15.5850996,79.8663517,2025-11-24 00:00:00,14.6,17.8,5.7,67.0,3.3,272.0,Good
Jamnagar,22.4732415,70.0552102,2025-11-24 00:00:00,21.9,24.9,14.4,77.0,9.3,401.0,Good
Sutrapada,20.8428692,70.4799081,2025-11-24 00:00:00,27.5,28.8,12.3,65.0,6.6,432.0,Good
Gadhada,21.9682625,71.5769241,2025-11-24 00:00:00,19.2,20.9,14.0,64.0,5.6,383.0,Good
Talala,21.0560298,70.5303798,2025-11-24 00:00:00,23.2,25.1,14.5,64.0,7.2,421.0,Good
અંજાર,23.1103566,70.0282856,2025-11-24 00:00:00,19.8,22.6,14.9,54.0,6.8,382.0,Good
Bodvad,20.8775824,75.9934737,2025-11-24 00:00:00,28.4,28.6,7.2,84.0,12.0,437.0,Good
Solan,30.9077569,77.1023645,2025-11-24 00:00:00,51.8,53.4,27.6,57.0,23.0,710.0,Satisfactory
Bhawanipur,26.4622386,91.0654076,2025-11-24 00:00:00,55.6,56.9,14.7,50.0,5.2,367.0,Satisfactory
Sarupeta,26.4985058,91.0776156,2025-11-24 00:00:00,55.6,56.9,14.7,50.0,5.2,367.0,Satisfactory
Paintepur,27.2788583,81.1807701,2025-11-24 00:00:00,127.6,130.4,21.6,63.0,24.4,679.0,Very Poor
Bassi Pathana,30.6896408,76.4042392,2025-11-24 00:00:00,134.6,136.0,44.0,45.0,24.7,1299.0,Very Poor
Surendranagar,22.72317,71.648352,2025-11-24 00:00:00,14.7,16.7,7.7,76.0,6.6,349.0,Good
Patan,23.8505032,72.1133403,2025-11-24 00:00:00,17.1,18.1,14.6,58.0,6.2,405.0,Good
Sultānpur,29.7587913,78.1078586,2025-11-24 00:00:00,138.3,140.6,33.2,40.0,24.3,666.0,Very Poor
Gokul,27.439072,77.7203733,2025-11-24 00:00:00,160.2,163.4,115.0,0.0,30.8,1101.0,Very Poor
Barkot,30.808606,78.205961,2025-11-24 00:00:00,19.2,20.5,3.1,64.0,3.3,291.0,Good
Beawar,26.0992137,74.3127044,2025-11-24 00:00:00,52.5,54.9,8.6,96.0,15.2,435.0,Satisfactory
Talod,23.3530428,72.9510592,2025-11-24 00:00:00,39.3,41.4,22.5,59.0,9.9,486.0,Satisfactory
Jassur,32.2816237,75.8494473,2025-11-24 00:00:00,54.0,55.2,49.0,23.0,5.8,886.0,Satisfactory
Tira Sujanpur,31.8355482,76.5059744,2025-11-24 00:00:00,46.2,47.1,17.7,55.0,8.1,959.0,Satisfactory
Sarkaghat,31.6997882,76.7377982,2025-11-24 00:00:00,47.7,49.6,18.0,64.0,10.5,570.0,Satisfactory
Radhanpur,23.8315668,71.6103884,2025-11-24 00:00:00,20.9,22.6,13.6,58.0,6.7,380.0,Good
Khairabari,26.6042737,91.8146519,2025-11-24 00:00:00,44.8,46.7,13.3,71.0,5.6,390.0,Satisfactory
Mazbat,26.7911078,92.2910036,2025-11-24 00:00:00,37.1,38.8,12.4,66.0,5.1,267.0,Satisfactory
Baran,25.0981904,76.5169876,2025-11-24 00:00:00,75.9,79.9,20.0,56.0,8.4,413.0,Moderate
Dharampur,30.9004365,77.0247842,2025-11-24 00:00:00,51.8,53.4,27.6,57.0,23.0,610.0,Satisfactory
Dabhol,17.5889931,73.1824019,2025-11-24 00:00:00,54.8,55.6,7.5,141.0,18.1,427.0,Satisfactory
Achabal,33.6839389,75.2194669,2025-11-24 00:00:00,79.4,83.8,62.5,14.0,22.6,640.0,Moderate
Ratannagar,28.2135753,74.9538851,2025-11-24 00:00:00,91.3,93.8,15.1,73.0,14.5,610.0,Poor
Kokernag,33.5872252,75.3012493,2025-11-24 00:00:00,79.4,83.8,62.5,14.0,22.6,305.0,Moderate
Nambiyur,11.3568056,77.3189127,2025-11-24 00:00:00,12.3,12.5,20.2,38.0,5.6,268.0,Good
Chengalpattu,12.6840886,79.9836371,2025-11-24 00:00:00,8.8,10.6,12.2,53.0,6.3,250.0,Good
Sikariganj,26.5059539,83.2005744,2025-11-24 00:00:00,123.4,127.1,23.4,55.0,21.8,637.0,Very Poor
Sunabeda,18.7278495,82.8274978,2025-11-24 00:00:00,21.9,22.6,16.1,30.0,1.9,318.0,Good
Bolpur,23.661154,87.6962424,2025-11-24 00:00:00,156.9,161.6,27.5,49.0,17.8,1385.0,Very Poor
Guskara,23.4926217,87.7371023,2025-11-24 00:00:00,156.9,161.6,27.5,49.0,17.8,942.0,Very Poor
Labhpur,23.8152993,87.8000825,2025-11-24 00:00:00,136.9,140.6,17.8,67.0,18.8,1385.0,Very Poor
Boko,25.9753282,91.2276033,2025-11-24 00:00:00,38.3,39.0,11.5,39.0,1.9,419.0,Satisfactory
Chamkaur Sahib,30.8971758,76.4116372,2025-11-24 00:00:00,134.6,136.0,44.0,45.0,24.7,1000.0,Very Poor
Jirapur,24.019778,76.3762194,2025-11-24 00:00:00,66.8,71.2,14.9,56.0,10.7,410.0,Moderate
Digapahandi,19.3731365,84.571973,2025-11-24 00:00:00,67.8,69.6,10.1,81.0,2.5,498.0,Moderate
Khamanon,30.816352,76.3386049,2025-11-24 00:00:00,134.6,136.0,44.0,45.0,24.7,1515.0,Very Poor
Draksharama,16.7914128,82.0639657,2025-11-24 00:00:00,27.7,29.5,7.0,83.0,5.6,349.0,Good
Nidadavolu,16.9100459,81.673242,2025-11-24 00:00:00,29.1,30.6,10.1,66.0,6.3,406.0,Good
Polavaram,17.2467444,81.643912,2025-11-24 00:00:00,28.6,30.3,8.6,70.0,4.9,328.0,Good
Rajamahendravaram,17.0050454,81.7804732,2025-11-24 00:00:00,28.6,30.3,8.6,70.0,4.9,374.0,Good
Ramachandrapuram,16.8338968,82.0311328,2025-11-24 00:00:00,27.7,29.5,7.0,83.0,5.6,368.0,Good
Razole,16.4763891,81.8390689,2025-11-24 00:00:00,27.4,32.2,2.4,116.0,4.4,368.0,Good
Bhagta Bhai Ka,30.4834552,75.0959277,2025-11-24 00:00:00,144.4,146.2,34.1,65.0,25.2,1020.0,Very Poor
Udaipur,24.578721,73.6862571,2025-11-24 00:00:00,57.5,61.5,15.7,63.0,10.9,478.0,Satisfactory
Pattukkottai,10.4250919,79.3130936,2025-11-24 00:00:00,6.8,7.7,11.2,43.0,10.6,255.0,Good
Bhiwadi,28.2039413,76.837441,2025-11-24 00:00:00,157.9,160.2,45.6,54.0,38.6,1104.0,Very Poor
Antah,25.1557722,76.296786,2025-11-24 00:00:00,75.9,79.9,20.0,56.0,8.4,616.0,Moderate
Baggar,28.1876766,75.5009368,2025-11-24 00:00:00,102.0,105.2,22.0,79.0,17.0,744.0,Poor
Bagru,26.8087953,75.5423119,2025-11-24 00:00:00,78.2,82.0,28.7,76.0,15.6,631.0,Moderate
Bakani,24.2865186,76.2362147,2025-11-24 00:00:00,70.5,73.8,14.0,57.0,12.5,512.0,Moderate
Begun,24.9860286,75.0132209,2025-11-24 00:00:00,66.6,71.0,7.6,106.0,30.3,424.0,Moderate
Bhinder,24.5033723,74.1859164,2025-11-24 00:00:00,55.3,59.1,12.7,84.0,15.5,435.0,Satisfactory
Bhusawar,27.0360901,77.0522581,2025-11-24 00:00:00,108.5,112.5,57.3,26.0,13.4,609.0,Poor
Bidasar,27.8353916,74.317423,2025-11-24 00:00:00,62.9,65.0,9.2,84.0,11.0,535.0,Moderate
Gulabpura,25.9060534,74.6599022,2025-11-24 00:00:00,56.5,59.8,11.2,94.0,13.4,461.0,Satisfactory
Kanor,24.4336616,74.2646915,2025-11-24 00:00:00,54.8,57.3,9.2,85.0,18.5,476.0,Satisfactory
Kapren,25.4052655,76.0751181,2025-11-24 00:00:00,92.9,97.3,34.1,55.0,12.2,573.0,Poor
Khairthal,27.7988498,76.6433325,2025-11-24 00:00:00,118.5,122.0,57.3,33.0,18.0,704.0,Poor
Lalsot,26.5630662,76.3281328,2025-11-24 00:00:00,72.9,77.1,36.8,48.0,10.1,394.0,Moderate
Losal,27.4004329,74.9182758,2025-11-24 00:00:00,66.1,68.7,24.7,56.0,10.6,483.0,Moderate
Manoharthana,24.2355768,76.8066683,2025-11-24 00:00:00,64.0,66.8,10.5,64.0,5.6,387.0,Moderate
Modak,24.7264052,75.9719892,2025-11-24 00:00:00,79.2,83.8,14.2,84.0,20.1,593.0,Moderate
Mukandgarh,27.9540478,75.2239759,2025-11-24 00:00:00,86.4,89.2,17.5,76.0,14.0,674.0,Moderate
Nimbahera,24.6258698,74.6866837,2025-11-24 00:00:00,62.4,65.9,7.3,101.0,28.4,382.0,Moderate
Rajaldesar,28.0283877,74.4736238,2025-11-24 00:00:00,62.9,65.0,9.2,84.0,11.0,540.0,Moderate
Rani,25.3478156,73.308225,2025-11-24 00:00:00,56.2,60.1,26.0,45.0,8.8,645.0,Satisfactory
Ratangarh,28.0749601,74.6243533,2025-11-24 00:00:00,73.8,76.1,13.2,77.0,11.8,571.0,Moderate
Satalkheri,24.65423,75.978444,2025-11-24 00:00:00,79.2,83.8,14.2,84.0,20.1,593.0,Moderate
Sheoganj,25.1388932,73.0655263,2025-11-24 00:00:00,56.2,60.1,26.0,45.0,8.8,450.0,Satisfactory
Suket,24.6473824,76.0438211,2025-11-24 00:00:00,79.2,83.8,14.2,84.0,20.1,585.0,Moderate
Takhatgarh,25.3227221,73.0038692,2025-11-24 00:00:00,56.2,60.1,26.0,45.0,8.8,475.0,Satisfactory
Viratnagar,27.4344941,76.1823431,2025-11-24 00:00:00,93.4,96.9,27.6,66.0,16.2,548.0,Poor
Gunupur,19.0714045,83.8148798,2025-11-24 00:00:00,53.8,55.1,12.2,56.0,1.5,465.0,Satisfactory
Mandasa,18.8689665,84.4632615,2025-11-24 00:00:00,52.6,54.9,8.1,87.0,6.5,361.0,Satisfactory
Paralakhemundi,18.7802875,84.0895069,2025-11-24 00:00:00,71.7,73.3,15.7,49.0,2.7,490.0,Moderate
Bargaon,22.1662946,84.2922247,2025-11-24 00:00:00,106.4,109.0,22.3,64.0,41.8,557.0,Poor
Barbil,22.1118877,85.3868485,2025-11-24 00:00:00,86.1,89.4,18.1,87.0,47.2,499.0,Moderate
Umerkote,19.6666956,82.2061251,2025-11-24 00:00:00,43.3,43.8,6.2,114.0,11.3,355.0,Satisfactory
Babu Barhi,26.4582063,86.275475,2025-11-24 00:00:00,142.5,147.6,33.2,36.0,21.1,1434.0,Very Poor
Deohar,26.4070349,86.2655972,2025-11-24 00:00:00,142.5,147.6,33.2,36.0,21.1,1201.0,Very Poor
Surha,26.4431642,86.2716809,2025-11-24 00:00:00,142.5,147.6,33.2,36.0,21.1,1201.0,Very Poor
Hassanpur,27.9689217,77.494222,2025-11-24 00:00:00,191.4,193.7,88.9,7.0,39.0,1485.0,Very Poor
Chandhat,28.122339,77.4465124,2025-11-24 00:00:00,191.4,193.7,88.9,7.0,39.0,1788.0,Very Poor
Mohna,28.2228843,77.4447889,2025-11-24 00:00:00,180.2,182.1,58.1,35.0,41.7,2028.0,Very Poor
Dakpathar,30.4948804,77.7929263,2025-11-24 00:00:00,56.9,58.1,24.6,32.0,10.4,673.0,Satisfactory
Bhadrak,21.0633288,86.5053731,2025-11-24 00:00:00,93.1,94.8,13.4,81.0,15.6,914.0,Poor
